86043 silly lifecycle beeper@1.1.0~preinstall: no script for preinstall, continuing
91477 verbose linkBins tfunk@3.0.2
91478 verbose linkMans tfunk@3.0.2
91479 silly build eazy-logger@2.1.3
91480 info linkStuff eazy-logger@2.1.3
91481 silly linkStuff eazy-logger@2.1.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91482 verbose linkBins eazy-logger@2.1.3
91483 verbose linkMans eazy-logger@2.1.3
91484 silly build throttleit@1.0.0
91485 info linkStuff throttleit@1.0.0
91486 silly linkStuff throttleit@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91487 verbose linkBins throttleit@1.0.0
91488 verbose linkMans throttleit@1.0.0
91489 silly build request-progress@2.0.1
91490 info linkStuff request-progress@2.0.1
91491 silly linkStuff request-progress@2.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91492 verbose linkBins request-progress@2.0.1
91493 verbose linkMans request-progress@2.0.1
91494 silly build through@2.3.8
91495 info linkStuff through@2.3.8
91496 silly linkStuff through@2.3.8 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91497 verbose linkBins through@2.3.8
91498 verbose linkMans through@2.3.8
91499 silly build split@0.3.3
91500 info linkStuff split@0.3.3
91501 silly linkStuff split@0.3.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91502 verbose linkBins split@0.3.3
91503 verbose linkMans split@0.3.3
91504 silly build pause-stream@0.0.11
91505 info linkStuff pause-stream@0.0.11
91506 silly linkStuff pause-stream@0.0.11 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91507 verbose linkBins pause-stream@0.0.11
91508 verbose linkMans pause-stream@0.0.11
91509 silly build event-stream@3.3.2
91510 info linkStuff event-stream@3.3.2
91511 silly linkStuff event-stream@3.3.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-angular-templatecache\node_modules as its parent node_modules
91512 verbose linkBins event-stream@3.3.2
91513 verbose linkMans event-stream@3.3.2
91514 silly build event-stream@3.3.3
91515 info linkStuff event-stream@3.3.3
91516 silly linkStuff event-stream@3.3.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91517 verbose linkBins event-stream@3.3.3
91518 verbose linkMans event-stream@3.3.3
91519 silly build tildify@1.2.0
91520 info linkStuff tildify@1.2.0
91521 silly linkStuff tildify@1.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91522 verbose linkBins tildify@1.2.0
91523 verbose linkMans tildify@1.2.0
91524 silly build time-stamp@1.0.1
91525 info linkStuff time-stamp@1.0.1
91526 silly linkStuff time-stamp@1.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91527 verbose linkBins time-stamp@1.0.1
91528 verbose linkMans time-stamp@1.0.1
91529 silly build fancy-log@1.2.0
91530 info linkStuff fancy-log@1.2.0
91531 silly linkStuff fancy-log@1.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91532 verbose linkBins fancy-log@1.2.0
91533 verbose linkMans fancy-log@1.2.0
91534 silly build tmp@0.0.24
91535 info linkStuff tmp@0.0.24
91536 silly linkStuff tmp@0.0.24 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91537 verbose linkBins tmp@0.0.24
91538 verbose linkMans tmp@0.0.24
91539 silly build to-absolute-glob@0.1.1
91540 info linkStuff to-absolute-glob@0.1.1
91541 silly linkStuff to-absolute-glob@0.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91542 verbose linkBins to-absolute-glob@0.1.1
91543 verbose linkMans to-absolute-glob@0.1.1
91544 silly build to-array@0.1.4
91545 info linkStuff to-array@0.1.4
91546 silly linkStuff to-array@0.1.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91547 verbose linkBins to-array@0.1.4
91548 verbose linkMans to-array@0.1.4
91549 silly build toposort@0.2.12
91550 info linkStuff toposort@0.2.12
91551 silly linkStuff toposort@0.2.12 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91552 verbose linkBins toposort@0.2.12
91553 verbose linkMans toposort@0.2.12
91554 silly build karma-angular-filesort@1.0.1
91555 info linkStuff karma-angular-filesort@1.0.1
91556 silly linkStuff karma-angular-filesort@1.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91557 verbose linkBins karma-angular-filesort@1.0.1
91558 verbose linkMans karma-angular-filesort@1.0.1
91559 silly build tough-cookie@2.2.2
91560 info linkStuff tough-cookie@2.2.2
91561 silly linkStuff tough-cookie@2.2.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91562 verbose linkBins tough-cookie@2.2.2
91563 verbose linkMans tough-cookie@2.2.2
91564 silly build trim-newlines@1.0.0
91565 info linkStuff trim-newlines@1.0.0
91566 silly linkStuff trim-newlines@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91567 verbose linkBins trim-newlines@1.0.0
91568 verbose linkMans trim-newlines@1.0.0
91569 silly build tryit@1.0.2
91570 info linkStuff tryit@1.0.2
91571 silly linkStuff tryit@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91572 verbose linkBins tryit@1.0.2
91573 verbose linkMans tryit@1.0.2
91574 silly build is-resolvable@1.0.0
91575 info linkStuff is-resolvable@1.0.0
91576 silly linkStuff is-resolvable@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91577 verbose linkBins is-resolvable@1.0.0
91578 verbose linkMans is-resolvable@1.0.0
91579 silly build tryor@0.1.2
91580 info linkStuff tryor@0.1.2
91581 silly linkStuff tryor@0.1.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91582 verbose linkBins tryor@0.1.2
91583 verbose linkMans tryor@0.1.2
91584 silly build tunnel-agent@0.4.3
91585 info linkStuff tunnel-agent@0.4.3
91586 silly linkStuff tunnel-agent@0.4.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91587 verbose linkBins tunnel-agent@0.4.3
91588 verbose linkMans tunnel-agent@0.4.3
91589 silly build tweetnacl@0.13.3
91590 info linkStuff tweetnacl@0.13.3
91591 silly linkStuff tweetnacl@0.13.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91592 verbose linkBins tweetnacl@0.13.3
91593 verbose linkMans tweetnacl@0.13.3
91594 silly build sshpk@1.8.3
91595 info linkStuff sshpk@1.8.3
91596 silly linkStuff sshpk@1.8.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91597 verbose linkBins sshpk@1.8.3
91598 verbose link bins [ { 'sshpk-conv': 'bin/sshpk-conv',
91598 verbose link bins     'sshpk-sign': 'bin/sshpk-sign',
91598 verbose link bins     'sshpk-verify': 'bin/sshpk-verify' },
91598 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91598 verbose link bins   false ]
91599 verbose linkMans sshpk@1.8.3
91600 silly build type-check@0.3.2
91601 info linkStuff type-check@0.3.2
91602 silly linkStuff type-check@0.3.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91603 verbose linkBins type-check@0.3.2
91604 verbose linkMans type-check@0.3.2
91605 silly build levn@0.2.5
91606 info linkStuff levn@0.2.5
91607 silly linkStuff levn@0.2.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91608 verbose linkBins levn@0.2.5
91609 verbose linkMans levn@0.2.5
91610 silly build levn@0.3.0
91611 info linkStuff levn@0.3.0
91612 silly linkStuff levn@0.3.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\escodegen\node_modules as its parent node_modules
91613 verbose linkBins levn@0.3.0
91614 verbose linkMans levn@0.3.0
91615 silly build optionator@0.8.1
91616 info linkStuff optionator@0.8.1
91617 silly linkStuff optionator@0.8.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\escodegen\node_modules as its parent node_modules
91618 verbose linkBins optionator@0.8.1
91619 verbose linkMans optionator@0.8.1
91620 silly build escodegen@1.8.0
91621 info linkStuff escodegen@1.8.0
91622 silly linkStuff escodegen@1.8.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91623 verbose linkBins escodegen@1.8.0
91624 verbose link bins [ { esgenerate: './bin/esgenerate.js',
91624 verbose link bins     escodegen: './bin/escodegen.js' },
91624 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91624 verbose link bins   false ]
91625 verbose linkMans escodegen@1.8.0
91626 silly build type-is@1.6.13
91627 info linkStuff type-is@1.6.13
91628 silly linkStuff type-is@1.6.13 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91629 verbose linkBins type-is@1.6.13
91630 verbose linkMans type-is@1.6.13
91631 silly build typedarray@0.0.6
91632 info linkStuff typedarray@0.0.6
91633 silly linkStuff typedarray@0.0.6 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91634 verbose linkBins typedarray@0.0.6
91635 verbose linkMans typedarray@0.0.6
91636 silly build ua-parser-js@0.7.10
91637 info linkStuff ua-parser-js@0.7.10
91638 silly linkStuff ua-parser-js@0.7.10 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91639 verbose linkBins ua-parser-js@0.7.10
91640 verbose linkMans ua-parser-js@0.7.10
91641 silly build ucfirst@1.0.0
91642 info linkStuff ucfirst@1.0.0
91643 silly linkStuff ucfirst@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91644 verbose linkBins ucfirst@1.0.0
91645 verbose linkMans ucfirst@1.0.0
91646 silly build async@0.2.10
91647 info linkStuff async@0.2.10
91648 silly linkStuff async@0.2.10 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\uglify-js\node_modules as its parent node_modules
91649 verbose linkBins async@0.2.10
91650 verbose linkMans async@0.2.10
91651 silly build window-size@0.1.0
91652 info linkStuff window-size@0.1.0
91653 silly linkStuff window-size@0.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\uglify-js\node_modules as its parent node_modules
91654 verbose linkBins window-size@0.1.0
91655 verbose linkMans window-size@0.1.0
91656 silly build wordwrap@0.0.2
91657 info linkStuff wordwrap@0.0.2
91658 silly linkStuff wordwrap@0.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\uglify-js\node_modules as its parent node_modules
91659 verbose linkBins wordwrap@0.0.2
91660 verbose linkMans wordwrap@0.0.2
91661 silly build cliui@2.1.0
91662 info linkStuff cliui@2.1.0
91663 silly linkStuff cliui@2.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\uglify-js\node_modules as its parent node_modules
91664 verbose linkBins cliui@2.1.0
91665 verbose linkMans cliui@2.1.0
91666 silly build yargs@3.10.0
91667 info linkStuff yargs@3.10.0
91668 silly linkStuff yargs@3.10.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\uglify-js\node_modules as its parent node_modules
91669 verbose linkBins yargs@3.10.0
91670 verbose linkMans yargs@3.10.0
91671 silly build uglify-save-license@0.4.1
91672 info linkStuff uglify-save-license@0.4.1
91673 silly linkStuff uglify-save-license@0.4.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91674 verbose linkBins uglify-save-license@0.4.1
91675 verbose linkMans uglify-save-license@0.4.1
91676 silly build uglify-to-browserify@1.0.2
91677 info linkStuff uglify-to-browserify@1.0.2
91678 silly linkStuff uglify-to-browserify@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91679 verbose linkBins uglify-to-browserify@1.0.2
91680 verbose linkMans uglify-to-browserify@1.0.2
91681 silly build uglify-js@2.6.4
91682 info linkStuff uglify-js@2.6.4
91683 silly linkStuff uglify-js@2.6.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91684 verbose linkBins uglify-js@2.6.4
91685 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
91685 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91685 verbose link bins   false ]
91686 verbose linkMans uglify-js@2.6.4
91687 silly build uglify-js@2.5.0
91688 info linkStuff uglify-js@2.5.0
91689 silly linkStuff uglify-js@2.5.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-uglify\node_modules as its parent node_modules
91690 verbose linkBins uglify-js@2.5.0
91691 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
91691 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\gulp-uglify\\node_modules\\.bin',
91691 verbose link bins   false ]
91692 verbose linkMans uglify-js@2.5.0
91693 silly build ultron@1.0.2
91694 info linkStuff ultron@1.0.2
91695 silly linkStuff ultron@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91696 verbose linkBins ultron@1.0.2
91697 verbose linkMans ultron@1.0.2
91698 silly build ws@1.0.1
91699 info linkStuff ws@1.0.1
91700 silly linkStuff ws@1.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\engine.io-client\node_modules as its parent node_modules
91701 verbose linkBins ws@1.0.1
91702 verbose linkMans ws@1.0.1
91703 silly build underscore@1.7.0
91704 info linkStuff underscore@1.7.0
91705 silly linkStuff underscore@1.7.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91706 verbose linkBins underscore@1.7.0
91707 verbose linkMans underscore@1.7.0
91708 silly build uniq@1.0.1
91709 info linkStuff uniq@1.0.1
91710 silly linkStuff uniq@1.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91711 verbose linkBins uniq@1.0.1
91712 verbose linkMans uniq@1.0.1
91713 silly build postcss-selector-parser@2.1.0
91714 info linkStuff postcss-selector-parser@2.1.0
91715 silly linkStuff postcss-selector-parser@2.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91716 verbose linkBins postcss-selector-parser@2.1.0
91717 verbose linkMans postcss-selector-parser@2.1.0
91718 silly build postcss-minify-selectors@2.0.5
91719 info linkStuff postcss-minify-selectors@2.0.5
91720 silly linkStuff postcss-minify-selectors@2.0.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91721 verbose linkBins postcss-minify-selectors@2.0.5
91722 verbose linkMans postcss-minify-selectors@2.0.5
91723 silly build uniqid@1.0.0
91724 info linkStuff uniqid@1.0.0
91725 silly linkStuff uniqid@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91726 verbose linkBins uniqid@1.0.0
91727 verbose linkMans uniqid@1.0.0
91728 silly build postcss-filter-plugins@2.0.0
91729 info linkStuff postcss-filter-plugins@2.0.0
91730 silly linkStuff postcss-filter-plugins@2.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91731 verbose linkBins postcss-filter-plugins@2.0.0
91732 verbose linkMans postcss-filter-plugins@2.0.0
91733 silly build uniqs@2.0.0
91734 info linkStuff uniqs@2.0.0
91735 silly linkStuff uniqs@2.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91736 verbose linkBins uniqs@2.0.0
91737 verbose linkMans uniqs@2.0.0
91738 silly build postcss-zindex@2.1.1
91739 info linkStuff postcss-zindex@2.1.1
91740 silly linkStuff postcss-zindex@2.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91741 verbose linkBins postcss-zindex@2.1.1
91742 verbose linkMans postcss-zindex@2.1.1
91743 silly build postcss-unique-selectors@2.0.2
91744 info linkStuff postcss-unique-selectors@2.0.2
91745 silly linkStuff postcss-unique-selectors@2.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91746 verbose linkBins postcss-unique-selectors@2.0.2
91747 verbose linkMans postcss-unique-selectors@2.0.2
91748 silly build postcss-minify-params@1.0.4
91749 info linkStuff postcss-minify-params@1.0.4
91750 silly linkStuff postcss-minify-params@1.0.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91751 verbose linkBins postcss-minify-params@1.0.4
91752 verbose linkMans postcss-minify-params@1.0.4
91753 silly build postcss-discard-unused@2.2.1
91754 info linkStuff postcss-discard-unused@2.2.1
91755 silly linkStuff postcss-discard-unused@2.2.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91756 verbose linkBins postcss-discard-unused@2.2.1
91757 verbose linkMans postcss-discard-unused@2.2.1
91758 silly build unique-stream@1.0.0
91759 info linkStuff unique-stream@1.0.0
91760 silly linkStuff unique-stream@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91761 verbose linkBins unique-stream@1.0.0
91762 verbose linkMans unique-stream@1.0.0
91763 silly build unpipe@1.0.0
91764 info linkStuff unpipe@1.0.0
91765 silly linkStuff unpipe@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91766 verbose linkBins unpipe@1.0.0
91767 verbose linkMans unpipe@1.0.0
91768 silly build raw-body@2.1.7
91769 info linkStuff raw-body@2.1.7
91770 silly linkStuff raw-body@2.1.7 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91771 verbose linkBins raw-body@2.1.7
